,ppCode,Carpark Name,Total Lots,Lot Type,Parking System,WeekDay Rates,WeekDay Minimum,Saturday Rates,Saturday Minimum,Sunday & PH Rates,Sunday & PH Minimum,Start Time,End Time
374,E0024,EAST COAST PARK E2 OFF STREET,38,Motorcycle,Electronic,$0.65,930 mins,$0.65,930 mins,$0.65,930 mins,07:00,22:30
375,E0024,EAST COAST PARK E2 OFF STREET,38,Motorcycle,Electronic,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
376,E0025,EAST COAST PARK SERVICE ROAD,5,Heavy Vehicle,Coupon,$1.20,30 mins,$1.20,30 mins,$1.20,30 mins,08:30,22:00
377,E0027,EAST COAST PARK E1 OFF STREET,549,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
378,E0027,EAST COAST PARK E1 OFF STREET,549,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
379,E0027,EAST COAST PARK E1 OFF STREET,549,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
380,E0027,EAST COAST PARK E1 OFF STREET,23,Motorcycle,Electronic,$0.65,930 mins,$0.65,930 mins,$0.65,930 mins,07:00,22:30
381,E0027,EAST COAST PARK E1 OFF STREET,23,Motorcycle,Electronic,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
382,E0031,EAN KIAM PLACE ,26,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
383,E0033,EAST COAST ROAD (BET FRANKEL AVE/SIGLAP RD),5,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
384,E0034,EVERITT ROAD NORTH ,14,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
385,E0034,EVERITT ROAD NORTH ,5,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.65,870 mins,08:30,22:00
386,E0035,EVERITT ROAD ,24,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
387,E0035,EVERITT ROAD ,4,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.65,870 mins,08:30,22:00
388,E0037,EAST COAST ROAD (BET SIGLAP RD/JALAN JAMAL),5,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
389,F0001,FORT CANNING PARK A OFF STREET,46,Car,Coupon,$1.20,30 mins,$1.20,30 mins,$0.00,0 mins,08:30,17:00
390,F0001,FORT CANNING PARK A OFF STREET,4,Motorcycle,Coupon,$0.65,570 mins,$0.65,570 mins,$0.00,0 mins,08:30,17:00
391,F0002,FOCH ROAD ,37,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
392,F0002,FOCH ROAD ,10,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.65,870 mins,08:30,22:00
393,F0006,FLANDERS SQUARE ,12,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
394,F0013,FOURTH CHIN BEE ROAD  ,16,Heavy Vehicle,Coupon,$1.20,30 mins,$1.20,30 mins,$1.20,30 mins,07:00,17:00
395,F0021,FIRST LOK YANG ROAD ,31,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
396,F0022,FORT CANNING PARK B OFF STREET,36,Car,Coupon,$1.20,30 mins,$1.20,30 mins,$0.00,0 mins,08:30,17:00
397,F0022,FORT CANNING PARK B OFF STREET,8,Motorcycle,Coupon,$0.65,570 mins,$0.65,570 mins,$0.00,0 mins,08:30,17:00
398,F0025,FOURTH LOK YANG ROAD ,23,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
399,F0026,FIFTH LOK YANG ROAD ,14,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
400,F0027,FORT CANNING PARK C OFF STREET,58,Car,Coupon,$1.20,30 mins,$1.20,30 mins,$0.00,0 mins,08:30,17:00
401,F0027,FORT CANNING PARK C OFF STREET,5,Heavy Vehicle,Coupon,$2.40,30 mins,$2.40,30 mins,$0.00,0 mins,08:30,17:00
402,F0029,FORT ROAD/EAST COAST PARK HV PARK,30,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
403,F0029,FORT ROAD/EAST COAST PARK HV PARK,30,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
404,F0029,FORT ROAD/EAST COAST PARK HV PARK,30,Car,Coupon,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
405,F0029,FORT ROAD/EAST COAST PARK HV PARK,85,Heavy Vehicle,Coupon,$1.20,30 mins,$1.20,30 mins,$1.20,30 mins,07:00,22:30
406,F0029,FORT ROAD/EAST COAST PARK HV PARK,85,Heavy Vehicle,Coupon,$1.20,30 mins,$1.20,30 mins,$1.20,30 mins,22:30,07:00
407,F0029,FORT ROAD/EAST COAST PARK HV PARK,85,Heavy Vehicle,Coupon,$10.00,510 mins,$10.00,510 mins,$10.00,510 mins,22:30,07:00
408,F0030,FARLEIGH AVENUE ,23,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,22:00
409,F0031,FARLEIGH AVENUE OFF STREET,44,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,22:00
410,G0002,GEYLANG ROAD ,168,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
411,G0005,GRANGE ROAD / SOMERSET ROAD OFF STREET,118,Car,Electronic,$1.30,30 mins,$1.30,30 mins,$0.90,30 mins,07:00,11:00
412,G0005,GRANGE ROAD / SOMERSET ROAD OFF STREET,118,Car,Electronic,$1.50,30 mins,$1.50,30 mins,$0.90,30 mins,11:00,17:00
413,G0005,GRANGE ROAD / SOMERSET ROAD OFF STREET,118,Car,Electronic,$0.90,30 mins,$0.90,30 mins,$0.90,30 mins,17:00,22:30
414,G0005,GRANGE ROAD / SOMERSET ROAD OFF STREET,118,Car,Electronic,$5.60,510 mins,$5.60,510 mins,$5.60,510 mins,22:30,07:00
415,G0005,GRANGE ROAD / SOMERSET ROAD OFF STREET,118,Car,Electronic,$0.70,30 mins,$0.70,30 mins,$0.70,30 mins,22:30,07:00
416,G0005,GRANGE ROAD / SOMERSET ROAD OFF STREET,66,Motorcycle,Electronic,$0.65,930 mins,$0.65,930 mins,$0.65,930 mins,07:00,22:30
417,G0005,GRANGE ROAD / SOMERSET ROAD OFF STREET,66,Motorcycle,Electronic,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
418,G0018,GENTING LANE ,44,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
419,G0018,GENTING LANE ,0,Heavy Vehicle,Coupon,$1.20,30 mins,$1.20,30 mins,$1.20,30 mins,08:30,22:00
420,G0021,GENTING ROAD ,26,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
421,G0022,GENTING LINK ,2,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
422,G0026,GUL CIRCLE ,39,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
423,G0027,GUL AVENUE ,46,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
424,G0028,GUL DRIVE ,39,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
425,G0029,GUL LANE ,21,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
426,G0030,GUL CRESCENT ,8,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
427,G0032,GUL STREET 1 ,4,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
428,G0033,GUL STREET 2 ,4,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
429,G0034,GUL STREET 3 ,16,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
430,G0035,GUL STREET 4 ,10,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
431,G0036,GUL STREET 5 ,8,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
432,G0037,GENTING LANE OFF STREET,40,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
433,G0038,GUL ROAD ,86,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
434,G0038,GUL ROAD ,165,Motorcycle,Coupon,$0.65,570 mins,$0.65,570 mins,$0.00,0 mins,08:30,17:00
435,G0039,GUILLEMARD ROAD ,8,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
436,G0040,GEMMILL LANE ,7,Car,Coupon,$1.20,30 mins,$1.20,30 mins,$0.60,30 mins,08:30,17:00
437,G0040,GEMMILL LANE ,7,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,17:00,22:00
438,G0043,GOODLINK PARK / JALAN MATA AYER OFF STREET,22,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
439,G0043,GOODLINK PARK / JALAN MATA AYER OFF STREET,7,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.65,870 mins,08:30,22:00
440,H0003,HAMILTON ROAD OFF STREET,22,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
441,H0003,HAMILTON ROAD OFF STREET,22,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
442,H0003,HAMILTON ROAD OFF STREET,22,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
443,H0003,HAMILTON ROAD OFF STREET,3,Motorcycle,Electronic,$0.65,930 mins,$0.65,930 mins,$0.65,930 mins,07:00,22:30
444,H0003,HAMILTON ROAD OFF STREET,3,Motorcycle,Electronic,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
445,H0004,HOLLAND DR/NORTH BOUNA VISTA RD OFF STREET,84,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
446,H0004,HOLLAND DR/NORTH BOUNA VISTA RD OFF STREET,84,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
447,H0004,HOLLAND DR/NORTH BOUNA VISTA RD OFF STREET,84,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
448,H0004,HOLLAND DR/NORTH BOUNA VISTA RD OFF STREET,16,Motorcycle,Electronic,$0.65,930 mins,$0.65,930 mins,$0.65,930 mins,07:00,22:30
449,H0004,HOLLAND DR/NORTH BOUNA VISTA RD OFF STREET,16,Motorcycle,Electronic,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
450,H0006,HINDOO ROAD ,33,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,22:00
451,H0006,HINDOO ROAD ,7,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.00,0 mins,08:30,22:00
452,H0007,HULLET ROAD ,4,Car,Coupon,$1.20,30 mins,$1.20,30 mins,$0.60,30 mins,07:00,17:00
453,H0007,HULLET ROAD ,4,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,17:00,22:30
454,H0007,HULLET ROAD ,4,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
455,H0007,HULLET ROAD ,4,Car,Coupon,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
456,H0008,HARBOUR DRIVE    ,25,Heavy Vehicle,Coupon,$1.20,30 mins,$1.20,30 mins,$0.00,0 mins,07:00,19:00
457,H0011,HOLLAND DRIVE OFF STREET,264,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
458,H0011,HOLLAND DRIVE OFF STREET,264,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
459,H0011,HOLLAND DRIVE OFF STREET,264,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
460,H0011,HOLLAND DRIVE OFF STREET,40,Motorcycle,Electronic,$0.65,930 mins,$0.65,930 mins,$0.65,930 mins,07:00,22:30
461,H0011,HOLLAND DRIVE OFF STREET,40,Motorcycle,Electronic,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
462,H0012,HONG KONG STREET ,32,Car,Coupon,$1.20,30 mins,$1.20,30 mins,$0.60,30 mins,08:30,17:00
463,H0012,HONG KONG STREET ,32,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,17:00,22:00
464,H0012,HONG KONG STREET ,5,Heavy Vehicle,Coupon,$2.40,30 mins,$2.40,30 mins,$1.20,30 mins,08:30,17:00
465,H0012,HONG KONG STREET ,5,Heavy Vehicle,Coupon,$1.20,30 mins,$1.20,30 mins,$1.20,30 mins,17:00,22:00
466,H0015,HINDOO ROAD OFF STREET ,12,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
467,H0015,HINDOO ROAD OFF STREET ,12,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
468,H0015,HINDOO ROAD OFF STREET ,12,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
469,H0021,HILLVIEW TERRACE ,10,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
470,H0022,HULLET ROAD OFF STREET ,25,Car,Electronic,$1.20,30 mins,$1.20,30 mins,$0.60,30 mins,07:00,17:00
471,H0022,HULLET ROAD OFF STREET ,25,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,17:00,22:30
472,H0022,HULLET ROAD OFF STREET ,25,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
473,H0022,HULLET ROAD OFF STREET ,25,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
474,H0024,HONG LIM PARK OFF STREET,23,Car,Electronic,$1.20,30 mins,$1.20,30 mins,$0.60,30 mins,07:00,17:00
475,H0024,HONG LIM PARK OFF STREET,23,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,17:00,22:30
476,H0024,HONG LIM PARK OFF STREET,23,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
477,H0024,HONG LIM PARK OFF STREET,23,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
478,H0024,HONG LIM PARK OFF STREET,6,Motorcycle,Electronic,$0.65,930 mins,$0.65,930 mins,$0.65,930 mins,07:00,22:30
479,H0024,HONG LIM PARK OFF STREET,6,Motorcycle,Electronic,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
480,H0028,HAMILTON ROAD ,54,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
481,H0037,HORNE ROAD ,34,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
482,H0037,HORNE ROAD ,8,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.65,870 mins,08:30,22:00
483,H0049,HARVEY ROAD ,8,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
484,H0050,HOWARD ROAD ,9,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
485,H0052,HARRISON ROAD ,4,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
486,H0055,HAVELOCK ROAD ,37,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,07:00,22:30
487,H0055,HAVELOCK ROAD ,37,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,22:30,07:00
488,H0055,HAVELOCK ROAD ,37,Car,Coupon,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
489,H0055,HAVELOCK ROAD ,11,Motorcycle,Coupon,$0.65,930 mins,$0.65,930 mins,$0.00,0 mins,07:00,22:30
490,H0055,HAVELOCK ROAD ,11,Motorcycle,Coupon,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
491,H0056,HOSPITAL DRIVE CAR PARK B OFF STREET,43,Car,Coupon,$1.20,30 mins,$1.20,30 mins,$0.60,30 mins,08:30,17:00
492,H0056,HOSPITAL DRIVE CAR PARK B OFF STREET,43,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,17:00,22:00
493,H0056,HOSPITAL DRIVE CAR PARK B OFF STREET,14,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.65,870 mins,08:30,22:00
494,H0057,HINDOO ROAD/KAMPONG KAPOR ROAD OFF STREET,13,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
495,H0057,HINDOO ROAD/KAMPONG KAPOR ROAD OFF STREET,13,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
496,H0057,HINDOO ROAD/KAMPONG KAPOR ROAD OFF STREET,13,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
497,H0061,HAPPY AVENUE NORTH ,11,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
498,H0064,HOLLAND ROAD / PEIRCE ROAD COACH PARK,80,Heavy Vehicle,Coupon,$1.20,30 mins,$1.20,30 mins,$1.20,30 mins,07:00,19:00
499,I0005,IRVING ROAD ,6,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
500,I0006,IRVING PLACE ,11,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
501,I0006,IRVING PLACE ,10,Motorcycle,Coupon,$0.65,570 mins,$0.65,570 mins,$0.00,0 mins,08:30,17:00
502,J0001,JALAN BERSEH ,34,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
503,J0003,JALAN BESAR ,36,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
504,J0003,JALAN BESAR ,14,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.65,870 mins,08:30,22:00
505,J0006,JALAN KLAPA ,16,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
506,J0006,JALAN KLAPA ,2,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.65,870 mins,08:30,22:00
507,J0008,JALAN KLEDEK ,8,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
508,J0009,JALAN KUBOR (NORTH BRIDGE RD/VICTORIA ST),15,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
509,J0009,JALAN KUBOR (NORTH BRIDGE RD/VICTORIA ST),4,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.65,870 mins,08:30,22:00
510,J0010,JALAN LANA ,9,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,22:00
511,J0012,JALAN PISANG ,6,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
512,J0015,JALAN BINCHANG ,5,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
513,J0015,JALAN BINCHANG ,5,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
514,J0015,JALAN BINCHANG ,5,Car,Coupon,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
515,J0017,JOO CHIAT ROAD OFF STREET,99,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
516,J0017,JOO CHIAT ROAD OFF STREET,99,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
517,J0017,JOO CHIAT ROAD OFF STREET,99,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
518,J0017,JOO CHIAT ROAD OFF STREET,36,Motorcycle,Electronic,$0.65,930 mins,$0.65,930 mins,$0.65,930 mins,07:00,22:30
519,J0017,JOO CHIAT ROAD OFF STREET,36,Motorcycle,Electronic,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
520,J0018,JIAK CHUAN ROAD ,14,Car,Coupon,$1.20,30 mins,$1.20,30 mins,$0.60,30 mins,08:30,17:00
521,J0018,JIAK CHUAN ROAD ,14,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,17:00,22:00
522,J0020,JOO KOON ROAD ,15,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
523,J0021,JOO KOON WAY ,22,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
524,J0022,JALAN PINANG ,10,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
525,J0027,JOO KOON CIRCLE ,41,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
526,J0029,JALAN SULTAN ,23,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
527,J0030,JALAN SEMERBAK ,5,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,07:00,22:30
528,J0030,JALAN SEMERBAK ,5,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,22:30,07:00
529,J0030,JALAN SEMERBAK ,5,Car,Coupon,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
530,J0033,JALAN TUKANG ,37,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
531,J0034,JALAN LEGUNDI ,24,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
532,J0035,JALAN TAMPANG ,19,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
533,J0035,JALAN TAMPANG ,17,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.65,870 mins,08:30,22:00
534,J0036,JALAN DERUM ,2,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
535,J0037,JOO YEE ROAD ,14,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
536,J0038,JALAN MERAH SAGA ,30,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,07:00,22:30
537,J0038,JALAN MERAH SAGA ,30,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,22:30,07:00
538,J0038,JALAN MERAH SAGA ,30,Car,Coupon,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
539,J0039,JALAN RUMIA ,29,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,07:00,22:30
540,J0039,JALAN RUMIA ,29,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,22:30,07:00
541,J0039,JALAN RUMIA ,29,Car,Coupon,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
542,J0040,JALAN KELABU ASAP ,18,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,07:00,22:30
543,J0040,JALAN KELABU ASAP ,18,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,22:30,07:00
544,J0040,JALAN KELABU ASAP ,18,Car,Coupon,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
545,J0041,JALAN HITAM MANIS ,19,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,07:00,22:30
546,J0041,JALAN HITAM MANIS ,19,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,22:30,07:00
547,J0041,JALAN HITAM MANIS ,19,Car,Coupon,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
548,J0042,JALAN KUNING ,4,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,07:00,22:30
549,J0042,JALAN KUNING ,4,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,22:30,07:00
550,J0042,JALAN KUNING ,4,Car,Coupon,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
551,J0043,JALAN PUTEH JERNEH ,4,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,07:00,22:30
552,J0043,JALAN PUTEH JERNEH ,4,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,22:30,07:00
553,J0043,JALAN PUTEH JERNEH ,4,Car,Coupon,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
554,J0047,JALAN LEMBAH KALLANG ,8,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
555,J0049,JELLICOE ROAD ,3,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
556,J0050,JALAN MAS KUNING ,24,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
557,J0050,JALAN MAS KUNING ,24,Car,Coupon,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
558,J0050,JALAN MAS KUNING ,24,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
559,J0051,JALAN MAS PUTEH ,22,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
560,J0051,JALAN MAS PUTEH ,22,Car,Coupon,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
561,J0051,JALAN MAS PUTEH ,22,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
562,J0051,JALAN MAS PUTEH ,15,Motorcycle,Coupon,$0.65,930 mins,$0.65,930 mins,$0.65,930 mins,07:00,22:30
563,J0051,JALAN MAS PUTEH ,15,Motorcycle,Coupon,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
564,J0054,JALAN BESAR / BEATTY ROAD OFF STREET,37,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
565,J0054,JALAN BESAR / BEATTY ROAD OFF STREET,10,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.65,870 mins,08:30,22:00
566,J0055,JALAN SEH CHUAN OFF STREET,134,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
567,J0055,JALAN SEH CHUAN OFF STREET,134,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
568,J0055,JALAN SEH CHUAN OFF STREET,134,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
